food_id,kfct_code,food_name,category,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,iron_mg,calcium_mg,vitamin_a_rae_ug,folate_ug,zinc_mg,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,vitamin_b12_ug,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,water_g,ash_g,ash_g.1
404,8038,shark grilled without salt and fat,fish_seafood,122.0,28.1,1.1,0.0,0.0,0.4,11,1,3,0.63,0.0,0.04,0.05,3.1,0.0,1.6,38.0,411,700,61.0,66.8,1.5,
405,8039,shark boiled in recipe without salt and fat,fish_seafood,113.0,26.0,1.0,0.0,0.0,0.5,10,1,3,0.55,0.0,0.03,0.05,3.1,0.0,1.5,39.0,316,448,77.0,69.2,1.4,
406,8040,tuna steamed without salt,fish_seafood,148.0,31.2,2.5,0.0,0.0,0.8,7,2,5,0.57,0.0,0.15,0.13,14.3,0.0,5.0,44.0,283,355,53.0,61.1,1.8,
407,8041,tuna grilled without salt and fat,fish_seafood,160.0,33.8,2.7,0.0,0.0,1.5,15,2,6,0.62,0.0,0.2,0.18,19.9,0.0,6.0,43.0,243,355,57.0,57.9,2.0,
408,8042,tuna boiled in recipe without salt and fat,fish_seafood,148.0,31.2,2.5,0.0,0.0,1.5,7,2,5,0.57,0.0,0.17,0.18,19.4,0.0,5.0,33.0,347,463,92.0,61.1,1.8,
409,7010,egg chicken white albumen raw,eggs,48.0,11.2,0.9,0.9,0.0,0.1,5,0,7,0.0,0.0,0.0,0.4,1.0,0.0,0.7,10.0,10,119,14.0,87.2,0.7,
410,7011,egg chicken whole raw,eggs,134.0,12.7,8.1,2.4,0.0,1.7,54,186,83,1.1,0.0,0.12,0.5,10.0,0.0,1.7,14.0,180,126,15.0,75.9,0.9,
411,7012,egg chicken yolk raw,eggs,331.0,16.1,28.2,3.2,0.0,6.0,130,449,120,2.5,0.0,0.19,0.4,1.2,0.0,4.0,83.0,104,98,45.0,51.0,1.5,
412,7027,egg chicken whole boiled without salt,eggs,134.0,12.7,8.1,20.0,0.0,1.6,51,177,66,1.07,0.0,0.09,0.4,10.0,0.0,1.0,13.0,171,120,14.0,75.9,0.9,
413,7028,egg chicken whole poached without salt,eggs,152.0,14.4,9.2,30.0,0.0,1.9,58,201,75,1.21,0.0,0.1,0.46,10.0,0.0,2.0,15.0,194,136,16.0,71.0,1.0,
414,7029,egg chicken yolk boiled without salt,eggs,331.0,16.1,28.2,30.0,0.0,5.7,124,427,96,2.38,0.0,0.15,0.32,9.0,0.0,3.0,83.0,78,98,94.0,51.0,1.5,
415,7030,egg chicken white albumin boiled without salt,eggs,48.0,11.2,0.0,10.0,0.0,0.1,5,0,6,0.0,0.0,0.0,0.33,6.0,0.0,0.0,10.0,10,113,13.0,87.2,0.7,
416,6001,butter cow milk no added salt 80-84 percent fat,milk_dairy,735.0,1.1,81.3,0.0,0.0,0.2,15,84,0,0.06,0.0,0.05,0.05,1.1,0.0,0.05,2.0,20,15,10.0,17.2,0.7,
417,6002,butter cow milk salted 80 percent fat,milk_dairy,739.0,1.1,81.3,0.6,0.0,0.1,17,84,0,0.06,0.0,0.05,0.05,1.1,0.0,0.05,2.0,16,23,77.0,15.3,1.7,
418,6003,cheese cheddar regular fat,milk_dairy,401.0,26.3,32.8,0.4,0.0,0.3,800,16,5,3.5,0.0,0.04,0.5,1.5,0.0,1.9,27.0,478,73,600.0,37.0,3.8,
419,6004,cheese cottage cow milk plain skimmed,milk_dairy,91.0,13.3,2.5,3.8,0.0,0.1,60,3,3,0.24,0.0,0.05,0.2,0.5,0.0,0.6,8.0,143,123,450.0,79.0,1.5,
420,6005,cheese cottage cow milk plain whole,milk_dairy,121.0,15.4,5.4,2.1,0.0,0.1,60,3,3,0.24,0.0,0.05,0.2,0.5,0.0,0.6,8.0,143,123,450.0,75.4,1.4,
421,6006,cheese cottage milk cow sour,milk_dairy,122.0,13.7,4.3,7.2,0.0,0.1,65,3,1,0.22,0.0,0.03,0.27,0.1,0.0,0.4,5.0,59,64,22.0,73.6,1.2,
422,6007,cream pure 35 percent fat,milk_dairy,229.0,2.2,23.6,1.7,0.0,0.1,17,17,64,0.2,0.0,0.03,0.12,0.0,0.0,0.2,4.0,30,110,20.0,72.4,0.3,
423,6008,ghee cow milk,milk_dairy,898.0,0.3,99.9,0.0,0.0,0.0,0,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.5,
424,6009,ice cream caramel flavour regular fat,milk_dairy,205.0,3.7,10.6,23.6,0.0,0.2,100,16,10,0.1,0.0,0.29,0.2,0.7,0.0,0.1,14.0,100,180,60.0,61.4,0.7,
425,6010,ice cream chocolate flavour regular fat,milk_dairy,226.0,4.4,12.0,24.2,2.0,0.7,100,14,16,0.2,0.7,0.19,0.21,0.6,0.0,0.2,14.0,110,200,60.0,56.4,1.0,
426,6011,ice cream strawberry flavour regular fat,milk_dairy,201.0,3.5,9.5,25.2,0.5,0.2,100,13,11,0.2,0.0,0.02,0.27,0.4,0.0,0.2,14.0,110,190,60.0,60.7,0.7,
427,6012,ice cream vanilla flavour regular fat,milk_dairy,199.0,3.9,10.6,22.2,0.0,0.2,100,16,10,0.1,0.0,0.25,0.2,0.7,0.0,0.1,14.0,100,180,60.0,62.7,0.7,
428,6013,ice cream vanilla flavour with nuts regular fat,milk_dairy,219.0,4.0,12.2,23.3,0.2,0.2,100,16,11,0.1,0.0,0.29,0.2,0.7,0.0,0.1,14.0,110,190,60.0,59.6,0.7,
429,6014,milk camel whole fresh raw,milk_dairy,52.0,2.2,2.8,4.5,0.0,1.5,56,1,8,0.35,0.0,0.61,0.08,0.8,0.0,0.6,16.0,92,344,119.0,89.8,0.7,
430,6015,milk cow condensed skimmed sweetened raw,milk_dairy,284.0,9.9,0.2,60.7,0.0,0.3,358,0,30,1.05,0.0,0.1,0.6,0.3,0.0,0.4,30.0,300,446,125.0,27.0,2.2,
431,6016,milk cow condensed whole sweetened raw,milk_dairy,335.0,8.3,9.2,54.8,0.0,0.2,280,7,30,0.9,0.0,0.1,0.5,0.3,0.0,0.4,25.0,255,357,130.0,25.8,1.9,
432,6017,milk cow powder skimmed,milk_dairy,361.0,37.2,0.9,51.0,0.0,0.4,1290,5,45,3.8,0.0,0.45,1.6,0.9,0.0,4.0,115.0,1000,1602,550.0,4.1,6.8,
433,6018,milk cow powder whole,milk_dairy,495.0,26.1,26.4,38.4,0.0,0.5,975,39,45,2.9,0.0,0.34,1.3,0.8,0.0,4.5,85.0,730,1157,440.0,3.2,6.0,
434,6019,milk cow skimmed raw,milk_dairy,38.0,3.5,0.1,5.8,0.0,0.1,130,0,6,0.32,1.0,0.03,0.18,0.1,0.0,0.4,12.0,109,170,44.0,89.8,0.8,
435,6020,milk cow whole fermented lala industrial,milk_dairy,65.0,2.8,4.1,4.1,0.0,0.1,100,3,0,0.34,0.0,0.2,0.0,0.2,0.0,0.0,10.0,138,126,36.0,88.3,0.7,
436,6021,milk cow whole fermented lala mursik,milk_dairy,58.0,3.1,3.5,3.6,0.0,0.1,65,4,0,0.22,0.0,0.27,0.0,0.0,0.0,0.0,5.0,59,64,22.0,89.1,0.8,
437,6022,milk cow whole fresh raw,milk_dairy,70.0,3.3,3.5,6.1,0.0,0.1,119,4,8,0.63,0.0,0.27,0.08,0.8,0.0,0.5,11.0,122,136,39.0,86.3,0.7,
438,6023,milk goat fluid whole raw,milk_dairy,78.0,3.5,4.5,5.8,0.0,0.1,180,3,5,0.35,0.5,0.05,0.19,0.5,0.0,0.3,12.0,128,207,57.0,85.3,0.9,
439,6024,milk human breast mature fluid,milk_dairy,73.0,1.2,4.4,7.1,0.0,0.1,32,6,5,0.17,4.0,0.02,0.03,0.2,0.0,0.05,3.0,15,51,14.0,87.2,0.2,
440,6025,milk sheep fluid whole raw,milk_dairy,94.0,5.1,5.8,5.2,0.0,0.1,193,8,7,0.54,0.0,0.07,0.36,0.4,0.0,0.7,18.0,142,175,44.0,82.8,1.1,
441,6026,yoghurt cow milk whole plain,milk_dairy,85.0,3.0,3.1,11.3,0.0,0.2,149,3,0,0.34,0.0,0.1,0.2,0.1,0.0,0.2,9.0,93,130,32.0,82.9,0.7,
442,6027,milk camel whole fresh boiled,milk_dairy,62.0,2.6,3.3,5.3,0.0,1.7,66,1,10,0.41,0.0,0.65,0.09,0.8,0.0,0.6,18.0,108,404,140.0,88.0,0.8,
443,6028,milk cow skimmed boiled,milk_dairy,45.0,4.1,0.1,6.8,0.0,0.1,153,0,6,0.38,1.0,0.03,0.2,0.1,0.0,0.4,14.0,128,200,52.0,88.0,0.9,
444,6029,milk cow whole fresh boiled,milk_dairy,82.0,3.9,4.2,7.2,0.0,0.1,140,4,8,0.74,0.0,0.3,0.08,0.8,0.0,0.5,13.0,143,160,45.0,83.8,0.9,
445,6030,milk goat fluid whole boiled,milk_dairy,92.0,4.1,5.3,6.8,0.0,0.1,21,3,5,0.41,0.0,0.05,0.21,0.5,0.0,0.3,14.0,150,243,68.0,82.7,1.1,
446,6031,milk sheep fluid whole boiled,milk_dairy,110.0,6.8,6.2,6.2,0.0,0.1,22,9,7,0.64,0.0,0.07,0.4,0.4,0.0,0.7,16.0,166,206,52.0,79.8,1.2,
447,9001,animal fat lard,fats_oils,890.0,0.0,99.9,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1.0,0.0,0.3,
448,9002,corn oil,fats_oils,900.0,0.0,99.9,0.1,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
449,9003,fish liver oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.0,0,3000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
450,9004,margarine 20 percent fat,fats_oils,177.0,0.8,19.5,0.4,0.0,0.0,0,819,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,25,733.0,78.8,1.3,
451,9005,margarine 60 percent fat,fats_oils,541.0,0.3,59.8,0.5,0.0,0.0,21,819,0,0.0,0.0,0.01,0.03,0.1,0.0,0.0,2.0,16,30,700.0,37.7,1.7,
452,9006,margarine 80 percent fat,fats_oils,748.0,0.1,83.0,0.0,0.0,0.0,10,819,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10,5,300.0,15.0,1.9,
453,9007,mustard seed oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
454,9008,olive oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.0,0,1,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,
455,9009,peanut oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.1,0,0,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0.0,0.0,0.0,
456,9010,red palm oil,fats_oils,891.0,0.0,99.9,0.0,0.0,0.0,6,549,0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,7,0,0.0,1.0,0.1,
457,9011,shortening commercial vegetable fat,fats_oils,900.0,0.1,100.0,0.0,0.0,0.0,1,0,0,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0,1,1.0,0.0,0.0,
458,9012,soya bean oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.0,0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
459,9013,sun flower oil,fats_oils,900.0,0.0,100.0,0.0,0.0,0.0,0,0,1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
460,12001,beef broth,beverages,6.0,0.9,0.3,0.0,0.0,0.5,40,1,0,0.03,0.0,0.01,0.03,0.4,0.0,0.2,5.0,61,44,266.0,98.1,0.7,
461,12002,coconut fresh water,beverages,23.0,0.8,0.1,4.8,0.0,0.2,24,0,14,0.13,2.5,0.01,0.05,0.1,0.0,0.0,11.0,14,130,5.0,93.9,0.4,
462,12003,coffee instant dry powder or granules,beverages,311.0,16.1,0.5,42.0,20.9,3.9,145,0,0,0.7,2.0,0.0,14.0,29.0,0.0,0.0,32.0,350,3600,83.0,3.1,9.9,
463,12004,drinking chocolate powder,beverages,541.0,4.4,30.9,60.4,2.1,2.0,60,6,6,1.5,0.0,0.03,0.15,0.5,0.0,0.0,98.0,128,1120,91.0,11.0,1.4,
464,12005,tea chai instant dry powder,beverages,299.0,20.2,0.0,50.2,8.5,2.3,118,0,103,1.7,0.0,0.99,10.8,10.3,0.0,0.0,272.0,239,6040,72.0,5.1,16.0,
465,12006,water tap,beverages,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,0.0,99.95,0.05,
466,12007,wine red,beverages,74.0,0.2,0.0,1.8,0.0,0.3,8,0,0,0.07,0.0,0.0,0.0,0.3,0.0,0.0,11.0,16,89,8.0,88.4,0.3,
467,12008,wine white dry,beverages,76.0,0.1,0.0,0.7,0.0,0.5,8,0,0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5,41,4.0,88.7,0.2,
468,12009,wine white sweet,beverages,94.0,0.2,0.0,5.4,0.0,0.6,10,0,0,0.08,1.5,0.0,0.0,0.0,0.0,0.0,16.0,8,51,11.0,84.0,0.2,
469,11001,honey raw,sugars,322.0,0.4,0.0,80.1,0.0,0.4,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4,74,17.0,19.2,0.3,
470,11002,sugarcane juice raw,sugars,37.0,0.1,0.2,8.5,0.6,1.1,10,1,45,0.14,6.7,0.34,0.03,0.04,0.0,0.0,13.0,22,150,1.0,90.2,0.4,
471,11003,sugar white granulated or lump,sugars,400.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,
472,13001,anise seed,spices,384.0,14.9,15.9,38.1,14.6,37.0,648,16,10,5.3,21.0,0.34,0.29,3.1,0.0,0.0,170.0,440,1440,165.0,9.5,7.0,
473,13002,baking powder dry powder,spices,179.0,0.1,0.2,43.9,0.8,34.7,428,0,0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1010,10100,2008.0,4.9,50.2,
474,13003,baking soda bicarbonate dry powder,spices,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2736.0,0.3,36.9,
475,13004,bay leaf dried,spices,353.0,7.6,8.4,48.7,26.3,43.0,832,30,180,3.7,46.5,0.01,0.42,2.0,0.0,0.0,120.0,113,530,23.0,5.4,3.6,
476,13005,cardamom seeds ground,spices,322.0,8.5,6.7,42.4,28.0,15.0,383,0,4,7.4,21.0,0.21,0.18,1.1,0.0,0.0,152.0,151,1120,18.0,8.3,5.5,
477,13006,chilli fresh raw,spices,45.0,1.2,0.4,6.9,4.8,1.5,15,45,23,0.27,94.0,0.09,0.11,0.9,0.0,0.0,30.0,51,320,3.0,85.7,1.2,
478,13007,chilli dried,spices,309.0,13.9,9.9,25.5,31.2,6.5,14,195,52,1.6,31.4,0.95,0.43,6.9,0.0,0.0,175.0,274,2250,19.0,12.6,7.0,
479,13008,cinnamon dried ground,spices,244.0,2.8,2.6,26.3,52.3,38.3,118,3,28,2.0,27.9,0.02,0.07,1.3,0.0,0.0,55.0,21,482,17.0,13.1,2.9,
480,13009,cloves dry raw,spices,251.0,6.0,10.4,16.0,34.5,14.2,536,6,20,1.1,0.0,0.08,0.13,1.2,0.0,0.0,252.0,86,877,18.0,27.6,5.4,
481,13010,coconut milk,spices,140.0,2.4,14.3,1.8,0.3,0.5,50,0,14,0.26,0.9,0.02,0.01,0.4,0.0,0.0,43.0,131,119,20.0,82.4,0.3,
482,13011,coriander leaves fresh raw,spices,57.0,3.3,0.7,7.7,3.5,6.6,115,31,62,0.54,35.9,0.3,0.1,0.9,0.0,0.0,45.0,78,440,40.0,81.9,2.9,
483,13012,coriander seed dried ground,spices,347.0,13.4,18.8,10.1,41.7,20.1,613,10,86,3.6,29.0,0.22,0.35,3.4,0.0,0.0,245.0,347,1189,27.0,10.7,5.3,
484,13013,cumin seeds dried raw,spices,432.0,13.7,25.8,26.1,20.4,38.4,854,44,90,4.0,15.0,0.55,0.19,3.2,0.0,0.0,330.0,308,1213,124.0,8.7,5.3,
485,13014,curry leaves fresh raw,spices,66.0,7.7,1.3,2.5,16.8,6.9,740,64,94,1.1,7.0,0.08,0.17,1.6,0.0,0.0,20.0,57,584,19.0,65.3,4.9,
486,13015,curry powder,spices,344.0,10.8,13.8,30.6,27.2,34.3,479,80,56,4.08,11.0,0.25,0.28,3.5,0.0,0.0,330.0,117,2852,524.0,10.0,7.6,
487,13016,fenugreek leaves fresh raw,spices,58.0,4.4,0.2,2.2,4.9,7.1,185,60,75,0.54,80.0,0.12,0.26,1.2,0.0,0.0,48.0,66,896,0.0,87.3,1.0,
488,13017,fenugreek seeds raw,spices,309.0,21.4,6.4,23.4,36.1,14.1,160,8,57,2.9,3.0,0.34,0.29,1.5,0.0,0.0,183.0,370,530,48.0,9.8,3.0,
489,13018,garam masala,spices,368.0,15.6,15.1,31.0,22.6,32.6,760,28,0,3.8,0.0,0.35,0.33,2.5,0.0,0.0,330.0,390,1450,97.0,10.1,5.6,
490,13019,garlic peeled or unpeeled fresh raw,spices,152.0,6.3,0.2,22.7,5.2,1.3,30,0,0,1.0,11.0,0.23,0.4,0.8,0.0,0.0,25.0,39,108,11.0,62.6,1.0,
491,13020,ginger dried ground,spices,332.0,6.9,4.5,59.4,12.9,24.3,152,80,88,3.7,29.0,0.16,0.27,3.5,0.0,0.0,335.0,312,1225,50.0,9.9,6.3,
492,13021,green ginger mature fresh raw,spices,73.0,2.6,1.1,13.4,7.7,1.9,46,3,30,0.8,8.0,0.03,0.06,2.5,0.0,0.0,38.0,93,118,1.0,73.6,1.7,
493,13022,mint leaves fresh raw,spices,48.0,4.8,1.1,0.1,7.2,3.6,200,62,114,0.8,26.0,0.15,0.09,1.7,0.0,0.0,60.0,80,280,8.0,84.9,1.9,
494,13023,onion mature red skinned peeled fresh raw,spices,42.0,1.5,0.1,7.6,2.3,0.9,26,1,14,0.16,7.0,0.02,0.04,0.3,0.0,0.0,19.0,40,152,5.0,87.9,0.6,
495,13024,onion spring raw,spices,30.0,1.8,0.3,4.1,2.3,1.4,44,5,48,0.3,26.0,0.04,0.06,0.4,0.0,0.0,14.0,34,251,12.0,90.8,0.7,
496,13025,parsley fresh raw,spices,52.0,5.9,0.2,4.2,5.1,5.0,390,35,55,0.88,119.0,0.15,0.04,1.1,0.0,0.0,51.0,75,1290,54.0,81.4,3.2,
497,13026,pepper ground black dry raw,spices,297.0,10.3,2.7,44.7,26.3,19.4,463,14,10,1.2,0.0,0.09,0.14,0.7,0.0,0.0,185.0,188,576,12.0,11.8,4.3,
498,13027,salt iodized,spices,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9,38,385.0,0.2,99.8,
499,13028,spice mixed or all spice,spices,360.0,9.4,16.3,26.3,35.8,35.5,727,55,52,3.6,30.0,0.25,0.45,4.9,0.0,0.0,203.0,277,1440,90.0,8.5,3.8,
500,13029,tamarind fruit dry raw,spices,298.0,5.0,0.6,65.4,5.3,9.0,166,0,10,1.5,0.6,0.0,0.0,0.1,0.0,0.0,83.0,190,836,25.0,21.3,2.4,
501,13030,tamarind fruit fresh raw,spices,298.0,2.0,0.2,69.5,5.3,9.2,105,0,10,0.5,3.6,0.34,0.07,1.6,0.0,0.0,83.0,105,836,25.0,20.8,2.2,
502,13031,tomato sauce ketchup,spices,115.0,1.6,0.2,26.1,1.5,0.7,13,2,16,0.18,0.0,0.0,0.1,1.3,0.0,0.0,16.0,28,316,918.0,67.5,3.4,
503,13032,tomato paste with added salt,spices,78.0,3.2,0.3,13.6,4.1,1.7,30,11,17,0.5,15.0,0.13,0.13,2.8,0.0,0.0,43.0,71,1163,300.0,76.2,3.0,
504,13033,tomato soup condensed canned,spices,54.0,1.3,0.3,10.8,1.9,0.4,10,1,33,0.3,4.0,0.3,0.3,1.3,0.0,0.0,12.0,21,290,540.0,84.0,2.3,
505,13034,turmeric dried ground,spices,300.0,6.3,3.1,51.7,20.0,39.0,500,80,85,3.6,30.0,0.26,0.23,3.4,0.0,0.0,225.0,284,1250,25.0,13.7,5.2,
506,13035,yeast dry powder,spices,347.0,35.7,4.9,30.5,19.3,3.4,120,0,400,8.0,0.0,2.8,2.8,40.0,0.0,0.0,230.0,1690,2000,50.0,7.9,6.6,
507,15001,uji wa mahindi maize porridge,mixed_dishes,52.0,1.5,1.1,8.5,1.1,0.3,25,7,7,0.33,0.0,0.02,0.05,0.2,0.0,0.0,12.0,64,50,10.0,87.5,0.3,
508,15002,sorghum finger millet and maize porridge,mixed_dishes,44.0,1.3,0.9,6.3,1.3,0.5,33,7,5,0.27,0.0,0.02,0.05,0.3,0.0,0.0,14.0,47,57,10.0,89.8,0.4,
509,15003,kaimati fried dumplings,mixed_dishes,429.0,4.6,21.8,52.8,1.6,2.1,17,30,20,0.4,0.0,0.33,0.25,2.0,0.0,0.0,16.0,93,81,40.0,18.8,0.4,
510,15004,mahamri swahili doughnuts,mixed_dishes,413.0,6.0,22.1,46.6,2.1,2.8,20,41,60,0.5,0.1,0.43,0.3,2.7,0.0,0.0,13.0,113,101,40.0,22.8,0.4,
511,15005,whole maize flour ugali,mixed_dishes,141.0,3.3,1.8,26.0,3.8,1.1,12,0,20,0.77,0.0,0.08,0.04,0.8,0.0,0.0,31.0,150,93,7.0,64.5,0.5,
512,15006,maize and finger millet flour ugali,mixed_dishes,133.0,3.1,1.3,24.0,6.6,2.9,79,0,24,0.73,0.0,0.07,0.02,1.2,0.0,0.0,48.0,112,158,6.0,64.0,1.0,
513,15007,maize red sorghum and finger millet ugali,mixed_dishes,129.0,3.1,1.4,23.3,5.3,1.9,39,0,20,0.72,0.0,0.07,0.03,1.0,0.0,0.0,44.0,118,131,6.0,66.2,0.8,
514,15008,cassava and red sorghum ugali,mixed_dishes,116.0,2.1,0.8,23.4,3.4,0.9,24,0,14,0.5,0.5,0.05,0.04,0.7,0.0,0.0,38.0,74,163,9.0,69.6,0.7,
515,15009,refined maize flour ugali,mixed_dishes,148.0,3.4,1.9,27.3,4.0,1.1,12,0,21,0.81,0.0,0.09,0.04,0.8,0.0,0.0,33.0,158,97,8.0,62.8,0.6,
516,15010,sorghum maize flour and finger millet ugali,mixed_dishes,150.0,1.9,0.7,32.1,3.6,1.3,26,0,11,0.44,0.0,0.04,0.02,0.7,0.0,0.0,33.0,61,92,5.0,61.0,0.7,
517,15011,cassava flour ugali,mixed_dishes,186.0,1.1,0.3,43.7,2.2,0.8,79,1,18,0.41,1.8,0.03,0.05,0.6,0.0,0.0,26.0,57,326,20.0,51.6,1.3,
518,15012,cassava millet and sorghum porridge,mixed_dishes,46.0,0.5,0.1,10.2,1.0,0.4,18,0,4,0.12,0.1,0.01,0.01,0.4,0.0,0.0,10.0,15,47,6.0,87.9,0.3,
519,15013,cassava porridge uji wa muhogo,mixed_dishes,12.0,0.1,0.0,6.8,0.3,0.1,12,0,2,0.05,0.2,0.0,0.01,0.1,0.0,0.0,4.0,7,39,5.0,92.6,0.2,
520,15014,finger millet porridge uji wa wimbi,mixed_dishes,40.0,0.7,0.2,7.8,2.1,1.1,35,0,6,0.16,0.0,0.01,0.0,0.4,0.0,0.0,16.0,17,52,4.0,88.8,0.4,
521,15015,bulrush millet porridge uji wa mawele,mixed_dishes,83.0,1.0,1.0,15.7,1.6,7.0,96,0,21,0.77,0.4,0.04,0.03,0.3,0.0,0.0,49.0,55,495,7.0,79.2,0.6,
522,15016,rice flour porridge uji wa mchele,mixed_dishes,56.0,0.6,1.3,10.2,0.2,0.1,4,0,1,0.11,0.1,0.01,0.0,0.2,0.0,0.0,5.0,17,26,5.0,87.5,0.1,
523,15017,omena stew silver sardine stew,mixed_dishes,180.0,8.8,13.3,6.0,0.7,1.0,378,5,12,2.2,16.4,0.04,0.18,1.6,0.0,5.6,20.0,333,188,449.0,68.5,2.7,
524,15018,busara whole maize and finger millet porridge,mixed_dishes,40.0,0.3,0.7,7.3,2.5,1.9,60,0,8,0.22,0.0,0.02,0.01,0.5,0.0,0.0,32.0,32,414,0.0,88.6,0.4,
525,15019,white chapati,mixed_dishes,424.0,7.8,21.1,49.6,2.5,2.9,25,5,20,0.6,0.4,0.56,0.36,3.6,0.0,0.0,22.0,126,901,100.0,18.4,0.7,
526,15020,brown chapati,mixed_dishes,413.0,7.3,22.9,40.9,7.2,2.4,23,1,0,1.5,0.0,0.29,0.08,2.0,0.0,0.0,76.0,182,213,120.0,20.5,1.2,
527,15022,fried egg mayai ya kukaangwa,mixed_dishes,223.0,13.1,17.9,2.5,0.0,1.8,56,192,60,1.16,1.6,0.11,0.5,0.0,0.0,0.0,14.0,186,132,71.0,64.2,2.4,
528,15023,omelette,mixed_dishes,121.0,6.6,7.8,5.3,1.5,1.5,36,95,38,0.75,13.4,0.08,0.25,0.4,0.0,0.0,17.0,105,169,18.0,77.6,1.2,
529,15024,spanish omelette,mixed_dishes,161.0,7.5,12.9,3.2,0.8,1.3,35,110,40,0.75,20.3,0.08,0.28,0.2,0.0,0.0,13.0,112,135,40.0,74.0,1.6,
530,15025,meat samosa sambusa ya nyama,mixed_dishes,443.0,18.8,22.2,40.5,3.1,11.5,51,6,22,2.99,7.4,0.47,0.42,5.1,0.0,1.1,37.0,288,302,175.0,13.9,1.6,
531,15026,vegetable samosa sambusa ya mboga,mixed_dishes,325.0,8.5,13.1,40.2,6.2,3.8,55,138,52,1.76,23.7,0.46,0.31,3.2,0.0,0.0,35.0,144,333,243.0,30.2,1.7,
532,15027,pancakes chapati za maji,mixed_dishes,270.0,8.3,8.5,39.2,1.7,2.9,77,7,24,0.83,0.0,0.4,0.4,2.5,0.0,0.0,22.0,163,138,37.0,41.5,0.8,
533,15028,tosti mayai egg toast,mixed_dishes,280.0,12.5,10.7,32.4,1.9,2.1,56,106,47,1.2,0.0,0.14,0.29,2.2,0.0,0.0,25.0,167,152,58.0,40.3,2.1,
534,15029,drop scones,mixed_dishes,223.0,7.1,29.8,37.4,1.4,2.4,61,8,16,0.69,0.0,0.33,0.33,2.0,0.0,0.0,13.0,135,112,116.0,23.5,0.9,
535,15030,terere stir fried amaranth leaves,mixed_dishes,38.0,5.3,0.6,2.9,5.5,4.9,192,209,37,0.75,49.3,0.03,0.16,0.6,0.0,0.0,87.0,244,216,10.0,80.6,2.7,
536,15031,sukumawiki stir fried kales,mixed_dishes,48.0,2.5,3.2,2.1,3.8,2.3,291,122,35,0.42,82.1,0.08,0.1,0.8,0.0,0.0,33.0,56,198,12.0,87.0,1.5,
537,15032,stir fried cabbage,mixed_dishes,100.0,1.2,8.6,3.1,2.4,0.6,48,0,11,0.24,38.6,0.04,0.04,0.4,0.0,0.0,11.0,43,305,10.0,82.7,1.9,
538,15033,mrenda and seveve jute mallow and pumpkin leaves,mixed_dishes,59.0,3.4,2.3,5.4,2.0,1.8,141,72,21,0.62,19.1,0.03,0.22,0.3,0.0,0.0,26.0,105,197,18.0,85.3,1.6,
539,15034,pumpkin leaves,mixed_dishes,99.0,3.2,6.7,5.5,1.5,2.0,166,61,17,0.67,10.7,0.03,0.16,0.6,0.0,0.0,51.0,101,236,33.0,80.8,2.3,
